[ 2026-07-27 00:50:20,693 ] 21 root - INFO - logging Has Started
[ 2026-07-27 00:50:22,146 ] 13 root - INFO - Initiate data ingestion
[ 2026-07-27 00:50:24,143 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-27 00:50:24,143 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-27 00:50:24,143 ] 64 root - INFO - Exporting test and train files
[ 2026-07-27 00:50:24,178 ] 68 root - INFO - Exported test and train files
[ 2026-07-27 00:50:24,178 ] 15 root - INFO - Data ingestion completed
[ 2026-07-27 00:50:24,180 ] 19 root - INFO - Initiate The data vaildation
[ 2026-07-27 00:50:24,248 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-27 00:50:24,248 ] 32 root - INFO - Df has columns: 31
[ 2026-07-27 00:50:24,248 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-27 00:50:24,248 ] 32 root - INFO - Df has columns: 31
