[ 2026-07-27 00:56:17,630 ] 21 root - INFO - logging Has Started
[ 2026-07-27 00:56:18,956 ] 13 root - INFO - Initiate data ingestion
[ 2026-07-27 00:56:20,963 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-27 00:56:20,963 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-27 00:56:20,963 ] 64 root - INFO - Exporting test and train files
[ 2026-07-27 00:56:20,996 ] 68 root - INFO - Exported test and train files
[ 2026-07-27 00:56:20,996 ] 15 root - INFO - Data ingestion completed
[ 2026-07-27 00:56:20,998 ] 19 root - INFO - Initiate The data vaildation
[ 2026-07-27 00:56:21,055 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-27 00:56:21,055 ] 32 root - INFO - Df has columns: 31
[ 2026-07-27 00:56:21,055 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-27 00:56:21,055 ] 32 root - INFO - Df has columns: 31
[ 2026-07-27 00:56:21,254 ] 21 root - INFO - Data validation completed
