[ 2026-07-28 02:03:22,382 ] 21 root - INFO - logging Has Started
[ 2026-07-28 02:03:28,152 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-07-28 02:03:28,159 ] 107 dagshub - INFO - Accessing as printf-sourav
[ 2026-07-28 02:03:29,261 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/printf-sourav/NetworkSecurity "HTTP/1.1 200 OK"
[ 2026-07-28 02:03:30,322 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-07-28 02:03:30,324 ] 107 dagshub - INFO - Initialized MLflow to track repo "printf-sourav/NetworkSecurity"
[ 2026-07-28 02:03:30,325 ] 107 dagshub - INFO - Repository printf-sourav/NetworkSecurity initialized!
[ 2026-07-28 02:04:30,176 ] 38 root - INFO - Start Data ingestion
[ 2026-07-28 02:04:32,645 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-28 02:04:32,645 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-28 02:04:32,646 ] 64 root - INFO - Exporting test and train files
[ 2026-07-28 02:04:32,697 ] 68 root - INFO - Exported test and train files
[ 2026-07-28 02:04:32,698 ] 41 root - INFO - Data ingestion completed
[ 2026-07-28 02:04:32,699 ] 49 root - INFO - Initiate The data vaildation
[ 2026-07-28 02:04:32,699 ] 38 root - INFO - Start Data ingestion
[ 2026-07-28 02:04:34,878 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-28 02:04:34,878 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-28 02:04:34,879 ] 64 root - INFO - Exporting test and train files
[ 2026-07-28 02:04:34,943 ] 68 root - INFO - Exported test and train files
[ 2026-07-28 02:04:34,944 ] 41 root - INFO - Data ingestion completed
[ 2026-07-28 02:04:35,020 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-28 02:04:35,020 ] 32 root - INFO - Df has columns: 31
[ 2026-07-28 02:04:35,020 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-28 02:04:35,020 ] 32 root - INFO - Df has columns: 31
[ 2026-07-28 02:04:35,290 ] 98 root - INFO - Data validation artifact: DataValidationArtifact(validation_status=True, valid_train_file_path='Artifacts\\07_28_2026_02_03_23\\data_validation\\validated\\train.csv', valid_test_file_path='Artifacts\\07_28_2026_02_03_23\\data_validation\\validated\\test.csv', invalid_train_file_path=None, invalid_test_file_path=None, drift_report_file_path='Artifacts\\07_28_2026_02_03_23\\data_validation\\drift_report\\report.yaml')
[ 2026-07-28 02:04:35,290 ] 54 root - INFO - Data validation completed
[ 2026-07-28 02:04:35,290 ] 61 root - INFO - Data Transformation started
[ 2026-07-28 02:04:35,290 ] 47 root - INFO - Entered inititate data transformation method
[ 2026-07-28 02:04:35,290 ] 50 root - INFO - Starting data transformation
[ 2026-07-28 02:04:35,358 ] 36 root - INFO - Entered get_data_transformation_object
[ 2026-07-28 02:04:35,358 ] 39 root - INFO - KNN IMPUTER INITIALIZE
[ 2026-07-28 02:04:35,406 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 02:04:35,409 ] 35 root - INFO - File objects sabed
[ 2026-07-28 02:04:35,410 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 02:04:35,413 ] 35 root - INFO - File objects sabed
[ 2026-07-28 02:04:35,415 ] 66 root - INFO - Data tranformation completed
[ 2026-07-28 02:04:35,415 ] 73 root - INFO - Model training started
[ 2026-07-28 02:08:31,940 ] 41 root - INFO - LOADING OBJECT
[ 2026-07-28 02:08:31,951 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 02:08:31,968 ] 35 root - INFO - File objects sabed
[ 2026-07-28 02:08:31,968 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 02:08:31,982 ] 35 root - INFO - File objects sabed
[ 2026-07-28 02:08:31,982 ] 114 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_28_2026_02_03_23\\model_trainer\\trained_model\\model.pkl', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.9907126993741167, precision_score=0.987920273807127, recall_score=0.9935209556590403), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9787928221859706, precision_score=0.9724473257698542, recall_score=0.9852216748768473))
[ 2026-07-28 02:08:31,984 ] 77 root - INFO - Model training completed
