[ 2026-07-27 00:54:29,572 ] 21 root - INFO - logging Has Started
[ 2026-07-27 00:54:31,186 ] 13 root - INFO - Initiate data ingestion
[ 2026-07-27 00:54:33,215 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-27 00:54:33,215 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-27 00:54:33,215 ] 64 root - INFO - Exporting test and train files
[ 2026-07-27 00:54:33,258 ] 68 root - INFO - Exported test and train files
[ 2026-07-27 00:54:33,259 ] 15 root - INFO - Data ingestion completed
[ 2026-07-27 00:54:33,261 ] 19 root - INFO - Initiate The data vaildation
[ 2026-07-27 00:54:33,339 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-27 00:54:33,339 ] 32 root - INFO - Df has columns: 31
[ 2026-07-27 00:54:33,339 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-27 00:54:33,339 ] 32 root - INFO - Df has columns: 31
[ 2026-07-27 00:54:33,542 ] 21 root - INFO - Data validation completed
