[ 2026-07-28 01:52:28,360 ] 21 root - INFO - logging Has Started
[ 2026-07-28 01:52:33,136 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-07-28 01:52:33,145 ] 107 dagshub - INFO - Accessing as printf-sourav
[ 2026-07-28 01:52:34,315 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/printf-sourav/NetworkSecurity "HTTP/1.1 200 OK"
[ 2026-07-28 01:52:35,465 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-07-28 01:52:35,466 ] 107 dagshub - INFO - Initialized MLflow to track repo "printf-sourav/NetworkSecurity"
[ 2026-07-28 01:52:35,468 ] 107 dagshub - INFO - Repository printf-sourav/NetworkSecurity initialized!
[ 2026-07-28 01:52:36,941 ] 38 root - INFO - Start Data ingestion
[ 2026-07-28 01:52:39,236 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-28 01:52:39,236 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-28 01:52:39,236 ] 64 root - INFO - Exporting test and train files
[ 2026-07-28 01:52:39,287 ] 68 root - INFO - Exported test and train files
[ 2026-07-28 01:52:39,288 ] 41 root - INFO - Data ingestion completed
[ 2026-07-28 01:52:39,288 ] 49 root - INFO - Initiate The data vaildation
[ 2026-07-28 01:52:39,288 ] 38 root - INFO - Start Data ingestion
[ 2026-07-28 01:52:41,611 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-28 01:52:41,611 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-28 01:52:41,611 ] 64 root - INFO - Exporting test and train files
[ 2026-07-28 01:52:41,650 ] 68 root - INFO - Exported test and train files
[ 2026-07-28 01:52:41,650 ] 41 root - INFO - Data ingestion completed
[ 2026-07-28 01:52:41,730 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-28 01:52:41,730 ] 32 root - INFO - Df has columns: 31
[ 2026-07-28 01:52:41,730 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-28 01:52:41,730 ] 32 root - INFO - Df has columns: 31
[ 2026-07-28 01:52:41,909 ] 98 root - INFO - Data validation artifact: DataValidationArtifact(validation_status=True, valid_train_file_path='Artifacts\\07_28_2026_01_52_28\\data_validation\\validated\\train.csv', valid_test_file_path='Artifacts\\07_28_2026_01_52_28\\data_validation\\validated\\test.csv', invalid_train_file_path=None, invalid_test_file_path=None, drift_report_file_path='Artifacts\\07_28_2026_01_52_28\\data_validation\\drift_report\\report.yaml')
[ 2026-07-28 01:52:41,909 ] 54 root - INFO - Data validation completed
[ 2026-07-28 01:52:41,909 ] 61 root - INFO - Data Transformation started
[ 2026-07-28 01:52:41,909 ] 47 root - INFO - Entered inititate data transformation method
[ 2026-07-28 01:52:41,909 ] 50 root - INFO - Starting data transformation
[ 2026-07-28 01:52:41,982 ] 36 root - INFO - Entered get_data_transformation_object
[ 2026-07-28 01:52:41,982 ] 39 root - INFO - KNN IMPUTER INITIALIZE
[ 2026-07-28 01:52:42,008 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 01:52:42,011 ] 35 root - INFO - File objects sabed
[ 2026-07-28 01:52:42,011 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 01:52:42,013 ] 35 root - INFO - File objects sabed
[ 2026-07-28 01:52:42,014 ] 66 root - INFO - Data tranformation completed
[ 2026-07-28 01:52:42,014 ] 73 root - INFO - Model training started
[ 2026-07-28 01:56:33,500 ] 41 root - INFO - LOADING OBJECT
