[ 2026-07-28 02:19:44,451 ] 21 root - INFO - logging Has Started
[ 2026-07-28 02:19:48,644 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-07-28 02:19:48,724 ] 107 dagshub - INFO - Accessing as printf-sourav
[ 2026-07-28 02:19:50,089 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/printf-sourav/NetworkSecurity "HTTP/1.1 200 OK"
[ 2026-07-28 02:19:51,557 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2026-07-28 02:19:51,637 ] 107 dagshub - INFO - Initialized MLflow to track repo "printf-sourav/NetworkSecurity"
[ 2026-07-28 02:19:51,640 ] 107 dagshub - INFO - Repository printf-sourav/NetworkSecurity initialized!
[ 2026-07-28 02:19:51,797 ] 38 root - INFO - Start Data ingestion
[ 2026-07-28 02:19:53,975 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-28 02:19:53,975 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-28 02:19:53,975 ] 64 root - INFO - Exporting test and train files
[ 2026-07-28 02:19:54,020 ] 68 root - INFO - Exported test and train files
[ 2026-07-28 02:19:54,020 ] 41 root - INFO - Data ingestion completed
[ 2026-07-28 02:19:54,020 ] 49 root - INFO - Initiate The data vaildation
[ 2026-07-28 02:19:54,020 ] 38 root - INFO - Start Data ingestion
[ 2026-07-28 02:19:56,271 ] 58 root - INFO - Data has been splitted into train and test
[ 2026-07-28 02:19:56,271 ] 60 root - INFO - Exited split_data_train_test method od dataingestion class
[ 2026-07-28 02:19:56,272 ] 64 root - INFO - Exporting test and train files
[ 2026-07-28 02:19:56,330 ] 68 root - INFO - Exported test and train files
[ 2026-07-28 02:19:56,331 ] 41 root - INFO - Data ingestion completed
[ 2026-07-28 02:19:56,396 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-28 02:19:56,396 ] 32 root - INFO - Df has columns: 31
[ 2026-07-28 02:19:56,396 ] 31 root - INFO - Required No of columns: 3
[ 2026-07-28 02:19:56,396 ] 32 root - INFO - Df has columns: 31
[ 2026-07-28 02:19:56,634 ] 98 root - INFO - Data validation artifact: DataValidationArtifact(validation_status=True, valid_train_file_path='Artifacts\\07_28_2026_02_19_44\\data_validation\\validated\\train.csv', valid_test_file_path='Artifacts\\07_28_2026_02_19_44\\data_validation\\validated\\test.csv', invalid_train_file_path=None, invalid_test_file_path=None, drift_report_file_path='Artifacts\\07_28_2026_02_19_44\\data_validation\\drift_report\\report.yaml')
[ 2026-07-28 02:19:56,634 ] 54 root - INFO - Data validation completed
[ 2026-07-28 02:19:56,634 ] 61 root - INFO - Data Transformation started
[ 2026-07-28 02:19:56,635 ] 47 root - INFO - Entered inititate data transformation method
[ 2026-07-28 02:19:56,635 ] 50 root - INFO - Starting data transformation
[ 2026-07-28 02:19:56,703 ] 36 root - INFO - Entered get_data_transformation_object
[ 2026-07-28 02:19:56,703 ] 39 root - INFO - KNN IMPUTER INITIALIZE
[ 2026-07-28 02:19:56,736 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 02:19:56,738 ] 35 root - INFO - File objects sabed
[ 2026-07-28 02:19:56,738 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 02:19:56,740 ] 35 root - INFO - File objects sabed
[ 2026-07-28 02:19:56,741 ] 66 root - INFO - Data tranformation completed
[ 2026-07-28 02:19:56,741 ] 73 root - INFO - Model training started
[ 2026-07-28 02:24:28,073 ] 41 root - INFO - LOADING OBJECT
[ 2026-07-28 02:24:28,084 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 02:24:28,127 ] 35 root - INFO - File objects sabed
[ 2026-07-28 02:24:28,127 ] 31 root - INFO - Enter the object saving method
[ 2026-07-28 02:24:28,164 ] 35 root - INFO - File objects sabed
[ 2026-07-28 02:24:28,164 ] 114 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_28_2026_02_19_44\\model_trainer\\trained_model\\model.pkl', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.9917455204348702, precision_score=0.9905489644078022, recall_score=0.9929449707720218), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.973651191969887, precision_score=0.9740585774058578, recall_score=0.9732441471571907))
[ 2026-07-28 02:24:28,169 ] 77 root - INFO - Model training completed
